position_id,trade_id,fill_id,fill_role,candidate_id,order_intent_id,pending_order_id,shares,price,fee,risk_cash_added
pos_10022c38a08e6605,trade_6ce26edaf985fb9d,fill_04e6ecab8509cf78,pyramid_add,cand_8736c81dc8b1fce6,intent_27ecd4d819fb11f7,pend_9e8d857952176d46,400,12.856425,5.000000,109.290000
pos_16f8b9e27b891eb7,trade_29b7e8582e869ecd,fill_1dc205e9be484a87,initial_entry,cand_22bb1c2861c6a33a,intent_63e50bcd211c7fd5,pend_b7a94b56e1bb370f,300,27.063525,5.000000,413.317500
pos_6324c5d79a7f9cbb,trade_d4f7b23434055e44,fill_3f2c3b4b56540fea,final_exit,cand_b646ddef6a012dad,intent_33564f6392d0a728,pend_132099afb9571f19,600,24.087950,12.370913,0.000000
pos_39829662e811992a,trade_323479eff419395f,fill_fe6469df4a468bf7,final_exit,cand_78b5ca38edf44b79,intent_d311a5b5ec901ea9,pend_d8074241e7aa25d9,300,11.644175,6.746626,0.000000
pos_9fb714b480194ebc,trade_a12657d1193ad9bd,fill_1da35270e3964a75,final_exit,cand_1fbc42cac20a6cfa,intent_4c30cccd3ad6512b,pend_a5c9f7874b9fb1f1,1000,13.093450,11.677660,0.000000
pos_16f8b9e27b891eb7,trade_29b7e8582e869ecd,fill_117456a316139539,final_exit,cand_22bb1c2861c6a33a,intent_63e50bcd211c7fd5,pend_b7a94b56e1bb370f,300,24.927530,8.739130,0.000000
pos_8810a9489d84408b,trade_31c7943b5b13d278,fill_9447734cbcec65b7,initial_entry,cand_5b747a3b486db20d,intent_77bd4db3fc4f8146,pend_1721a060af062909,100,56.528250,5.000000,532.325000
pos_10e3a0c84ba55cf7,trade_16ac7656ffbcabfb,fill_82ad9bd793929124,initial_entry,cand_6f6cc980b8b9ab59,intent_65aff3b2ec3f18af,pend_922463cbfbaa4046,100,95.127540,5.000000,1011.254000
pos_e8b962a77b1c7bb6,trade_233f9da30e18227d,fill_88d3be3565b8f074,initial_entry,cand_1348a25ee431b2a7,intent_a5a0b0f3a89b888b,pend_d65972ca7cd9e1a9,1300,11.705850,5.152176,375.505000
pos_a9bc9a59e2f3ce6b,trade_566dc621ee621ced,fill_5d9111cb5402d2e1,initial_entry,cand_01aa65d4968ba638,intent_48d0df8cb8b9a9cc,pend_3082b29a0e7bc998,1200,12.856425,5.154277,645.390000
pos_10022c38a08e6605,trade_6ce26edaf985fb9d,fill_ec6fa594e1e01c99,final_exit,cand_8736c81dc8b1fce6,intent_27ecd4d819fb11f7,pend_9e8d857952176d46,1600,13.123435,15.748122,0.000000
pos_10e3a0c84ba55cf7,trade_16ac7656ffbcabfb,fill_b8850ba3417cc3c7,final_exit,cand_6f6cc980b8b9ab59,intent_65aff3b2ec3f18af,pend_922463cbfbaa4046,100,104.947500,10.247375,0.000000
pos_a9bc9a59e2f3ce6b,trade_566dc621ee621ced,fill_784605af23cdd6b7,pyramid_add,cand_01aa65d4968ba638,intent_48d0df8cb8b9a9cc,pend_3082b29a0e7bc998,300,13.646820,5.040940,169.146000
pos_7d59b295a1f8831f,trade_912866af8e79dcd6,fill_bf6a315acfce283b,initial_entry,cand_541b139be71e9b35,intent_25db74a26e29c2be,pend_ca7572257ee87da7,500,28.234110,5.000000,553.855000
pos_f328385ea17af988,trade_32e61965468ce352,fill_4f5058c956cc84be,initial_entry,cand_abb4c4e2aacc92e1,intent_fb3e5a906963bf6e,pend_b455af3d2fd7d3dd,2400,3.011505,5.072276,524.412000
pos_8810a9489d84408b,trade_31c7943b5b13d278,fill_ee7da9542eb40df9,final_exit,cand_5b747a3b486db20d,intent_77bd4db3fc4f8146,pend_1721a060af062909,100,63.628170,8.181408,0.000000
pos_f328385ea17af988,trade_32e61965468ce352,fill_1276280a295d5a9b,pyramid_add,cand_abb4c4e2aacc92e1,intent_fb3e5a906963bf6e,pend_b455af3d2fd7d3dd,1600,3.221610,5.051546,184.016000
pos_5f3ded669df31aa6,trade_201fc813fb608d7a,fill_0e160a352de22142,initial_entry,cand_e451e90a20762376,intent_959c843db4c33187,pend_c150658e5f6a0e65,800,19.099545,5.000000,854.036000
pos_7d59b295a1f8831f,trade_912866af8e79dcd6,fill_35de1401b24328cf,final_exit,cand_541b139be71e9b35,intent_25db74a26e29c2be,pend_ca7572257ee87da7,500,27.156415,11.789104,0.000000
pos_a9bc9a59e2f3ce6b,trade_566dc621ee621ced,fill_335140826cd9647b,final_exit,cand_01aa65d4968ba638,intent_48d0df8cb8b9a9cc,pend_3082b29a0e7bc998,1500,13.693150,15.610191,0.000000
pos_b19c411ef6e9136a,trade_9a68e33efe6b6005,fill_6f227e54f7ca36dc,initial_entry,cand_4a77be4555dbc5ec,intent_e5a5bad7067acbf7,pend_041efbc74918d742,300,41.130555,5.000000,611.506500
pos_e8b962a77b1c7bb6,trade_233f9da30e18227d,fill_7927c0b15bedc1ca,final_exit,cand_1348a25ee431b2a7,intent_a5a0b0f3a89b888b,pend_d65972ca7cd9e1a9,1300,11.884055,12.879128,0.000000
pos_f328385ea17af988,trade_32e61965468ce352,fill_7da5a0fd5002ded6,final_exit,cand_abb4c4e2aacc92e1,intent_fb3e5a906963bf6e,pend_b455af3d2fd7d3dd,4000,3.088455,11.300448,0.000000
pos_77b9121be2c3e9e1,trade_b5dca70fd49202ed,fill_006e6a7b3e338534,initial_entry,cand_45b2c7b7c30cb37d,intent_d287a003de266233,pend_f97b78d89254b87c,3300,4.772385,5.000000,452.050500
pos_77b9121be2c3e9e1,trade_b5dca70fd49202ed,fill_071ef6bf22ce9e3f,pyramid_add,cand_45b2c7b7c30cb37d,intent_d287a003de266233,pend_f97b78d89254b87c,1100,4.832415,5.000000,205.936500
pos_bc26bfb8ef978333,trade_5045e25c32de3b37,fill_f9f7f2ef21bcb89b,initial_entry,cand_b4556f9aad4c508b,intent_7304e947200fc34c,pend_ae015b71f5370a77,400,35.247615,5.140990,880.806000
pos_650f1557a65f7a8e,trade_4b1987fb3aaf38a7,fill_6b3ea02250a5e34a,initial_entry,cand_e5ba0eb0cdba0270,intent_bf0eef37df9c3017,pend_de737f24cae97c76,1200,11.995995,5.143952,1035.834000
pos_b19c411ef6e9136a,trade_9a68e33efe6b6005,fill_89bf36826c51d078,final_exit,cand_4a77be4555dbc5ec,intent_e5a5bad7067acbf7,pend_041efbc74918d742,300,41.179400,11.176910,0.000000
pos_5f3ded669df31aa6,trade_201fc813fb608d7a,fill_b21bb59f5be42270,final_exit,cand_e451e90a20762376,intent_959c843db4c33187,pend_c150658e5f6a0e65,800,19.999995,12.999998,0.000000
pos_650f1557a65f7a8e,trade_4b1987fb3aaf38a7,fill_847b763788ede252,final_exit,cand_e5ba0eb0cdba0270,intent_bf0eef37df9c3017,pend_de737f24cae97c76,1200,11.184405,11.844856,0.000000
pos_593473297c3f38a7,trade_ed86dda903bc59d5,fill_a62e3324852b83fb,initial_entry,cand_d3ae0c79f2fda17a,intent_bf197cfe555339de,pend_71856316b80ddc55,1300,11.215605,5.000000,999.446500
pos_d508631f13cea553,trade_eb1b105335ac98fd,fill_46d20e297f3d75f1,initial_entry,cand_cff57e7a63989e74,intent_0736492416db2753,pend_510dee38b1692e32,400,21.740865,5.000000,989.626000
pos_f49ecda574d1898f,trade_90a53bc1da668236,fill_7a1b00980b6da615,initial_entry,cand_9137e34e0acba842,intent_d5ead26f74b696f7,pend_ccb3e6b3bca01ff9,200,57.488730,5.114977,815.746000
pos_77b9121be2c3e9e1,trade_b5dca70fd49202ed,fill_5189f082728b0ac1,final_exit,cand_45b2c7b7c30cb37d,intent_d287a003de266233,pend_f97b78d89254b87c,4400,4.557720,15.040476,0.000000
pos_bc26bfb8ef978333,trade_5045e25c32de3b37,fill_3faa973d496a9611,final_exit,cand_b4556f9aad4c508b,intent_7304e947200fc34c,pend_ae015b71f5370a77,400,34.882550,12.116040,0.000000
pos_d508631f13cea553,trade_eb1b105335ac98fd,fill_6de069b396dad7a9,final_exit,cand_cff57e7a63989e74,intent_0736492416db2753,pend_510dee38b1692e32,400,18.870560,8.774112,0.000000
pos_f49ecda574d1898f,trade_90a53bc1da668236,fill_b9c08a7d289f3e0e,final_exit,cand_9137e34e0acba842,intent_d5ead26f74b696f7,pend_ccb3e6b3bca01ff9,200,52.213880,10.325816,0.000000
pos_593473297c3f38a7,trade_ed86dda903bc59d5,fill_9d56d5361d93e6d5,final_exit,cand_d3ae0c79f2fda17a,intent_bf197cfe555339de,pend_71856316b80ddc55,1300,10.884555,12.074961,0.000000
pos_2f00933f6ed98208,trade_53beb91970eccc6d,fill_04e170a130c57b31,initial_entry,cand_cf538031f3f8cacf,intent_a73fb758937cb19d,pend_6ef36694f35a3efb,600,25.062525,5.000000,419.835000
pos_35438a99471818d8,trade_dddf85969829165b,fill_7acbf8546273c25f,initial_entry,cand_bfaedb874f9cf04b,intent_f7d5af6085081eac,pend_987bc0a69c6c04b8,1100,13.366680,5.000000,495.308000
pos_c618dd75ff1e835a,trade_b967da8eaa5ffe65,fill_74451580a7d35dad,initial_entry,cand_24e30cd57f038898,intent_89ad2fdcdce24517,pend_53e00146f237c013,200,46.473225,5.000000,433.485000
pos_6153a0deef0fa39a,trade_7baba3e64508599f,fill_93805a74075644f8,initial_entry,cand_90136b5b3d08c189,intent_6841b4e661c3ad30,pend_46035d71c4b398f8,100,17.008500,5.000000,74.050000
pos_537a0b096a4ae134,trade_50c29a4bcfc89def,fill_220d3feec81dbbc2,initial_entry,cand_921990cc36299bc0,intent_bf12c744d45d6c87,pend_b1350356ca360d77,1200,12.236115,5.000000,536.058000
pos_537a0b096a4ae134,trade_50c29a4bcfc89def,fill_53f5aae3f54fd2c3,final_exit,cand_921990cc36299bc0,intent_bf12c744d45d6c87,pend_b1350356ca360d77,1200,11.374310,11.824586,0.000000
pos_2f00933f6ed98208,trade_53beb91970eccc6d,fill_05f9fb80934dd017,final_exit,cand_cf538031f3f8cacf,intent_a73fb758937cb19d,pend_6ef36694f35a3efb,600,24.497745,12.349324,0.000000
pos_c618dd75ff1e835a,trade_b967da8eaa5ffe65,fill_c373d8826e425391,final_exit,cand_24e30cd57f038898,intent_89ad2fdcdce24517,pend_53e00146f237c013,200,48.555710,9.855571,0.000000
pos_ecf1f4ac76b08ca2,trade_3aef5b3154adcb5f,fill_6fe9ca840755e60b,initial_entry,cand_260f7c6000b7d89d,intent_85dac521ee003639,pend_a48ae89edf92bdcc,200,53.026500,5.000000,213.380000
pos_f63adaa26b262fe4,trade_a663575a118b134d,fill_737c8d68793b7a5d,initial_entry,cand_1e439c59315909ae,intent_a29e07427e968186,pend_87e4695075b83717,1200,12.026010,5.144312,836.652000
pos_35438a99471818d8,trade_dddf85969829165b,fill_9ea6d6899b81b4cc,final_exit,cand_bfaedb874f9cf04b,intent_f7d5af6085081eac,pend_987bc0a69c6c04b8,1100,13.373310,12.355321,0.000000
pos_ecf1f4ac76b08ca2,trade_3aef5b3154adcb5f,fill_5bed13224e7fe294,final_exit,cand_260f7c6000b7d89d,intent_85dac521ee003639,pend_a48ae89edf92bdcc,200,49.565205,9.956520,0.000000
pos_43540d7e41e3697f,trade_bb4b09133a3cf4be,fill_b4604ab76fd9bd37,initial_entry,cand_294006741540fcb1,intent_8c827927a522fc7e,pend_593f18e4fe7f32c8,100,62.031000,5.062031,109.460000
pos_f63adaa26b262fe4,trade_a663575a118b134d,fill_19038f25146113ef,pyramid_add,cand_1e439c59315909ae,intent_a29e07427e968186,pend_87e4695075b83717,300,12.936465,5.038809,50.119500
pos_43540d7e41e3697f,trade_bb4b09133a3cf4be,fill_d491e9969483ecc8,final_exit,cand_294006741540fcb1,intent_8c827927a522fc7e,pend_593f18e4fe7f32c8,100,61.679145,8.145636,0.000000
pos_7eb72184e49e4113,trade_f0d6a510c91a365b,fill_222658d26782725b,initial_entry,cand_9b5cccc1a2a43dd5,intent_ccdc8324b289f904,pend_453efb176635ca5f,200,72.876420,5.000000,684.764000
pos_5d7ee14f6f4e87eb,trade_419976a95609324e,fill_796a0bbf03c3b793,initial_entry,cand_3b91f963177266c8,intent_56fe20297b58cb67,pend_89ecb8c1b274f17a,100,49.624800,5.000000,346.680000
pos_6153a0deef0fa39a,trade_7baba3e64508599f,fill_c6788529ca18e8ff,final_exit,cand_90136b5b3d08c189,intent_6841b4e661c3ad30,pend_46035d71c4b398f8,100,16.591700,5.829585,0.000000
pos_9320a837c5d7baa8,trade_1098958cfab965e4,fill_65a9f6c5746206c2,initial_entry,cand_53fb4d67833a28cd,intent_f1ae9e25966a8705,pend_b46a8003de3a070b,700,11.515755,5.080610,364.108500
pos_9320a837c5d7baa8,trade_1098958cfab965e4,fill_de4cbdd76279425b,pyramid_add,cand_53fb4d67833a28cd,intent_f1ae9e25966a8705,pend_b46a8003de3a070b,200,11.855925,5.023712,130.905000
pos_5d7ee14f6f4e87eb,trade_419976a95609324e,fill_175c48cda12695bd,final_exit,cand_3b91f963177266c8,intent_56fe20297b58cb67,pend_89ecb8c1b274f17a,100,59.760105,7.988005,0.000000
pos_f63adaa26b262fe4,trade_a663575a118b134d,fill_1441d7988ec9a780,final_exit,cand_1e439c59315909ae,intent_a29e07427e968186,pend_87e4695075b83717,1500,12.533730,14.588303,0.000000
pos_39fa2c5a48acfa88,trade_f32032e61e4a910d,fill_a7542195de30c114,initial_entry,cand_71b9bc42ce65c773,intent_dafa11f9a7f4d134,pend_dfce0f3918e50dc4,500,10.525260,5.052626,240.130000
pos_b402ec121ca454ae,trade_41340613dab4f5da,fill_2a24c25e8524afa0,initial_entry,cand_08d7392e42ef8100,intent_5b0f773dbc650ce8,pend_384450bd4eded0a4,200,42.411195,5.000000,436.439000
pos_f0d9a9be90e0c73e,trade_096c36346212f4bf,fill_783e58dc54333d50,initial_entry,cand_6418d510a6e449c0,intent_3650c7e117c910c3,pend_9b120febe0801213,300,35.927955,5.000000,1017.586500
pos_7eb72184e49e4113,trade_f0d6a510c91a365b,fill_07911f9b7497e914,final_exit,cand_9b5cccc1a2a43dd5,intent_ccdc8324b289f904,pend_453efb176635ca5f,200,75.752105,12.575211,0.000000
pos_9320a837c5d7baa8,trade_1098958cfab965e4,fill_e17c7c508889ace7,final_exit,cand_53fb4d67833a28cd,intent_f1ae9e25966a8705,pend_b46a8003de3a070b,900,11.514240,10.285036,0.000000
pos_39fa2c5a48acfa88,trade_f32032e61e4a910d,fill_b56c834d933c5188,final_exit,cand_71b9bc42ce65c773,intent_dafa11f9a7f4d134,pend_dfce0f3918e50dc4,500,11.064465,7.821439,0.000000
pos_b402ec121ca454ae,trade_41340613dab4f5da,fill_e636aee1656e688f,final_exit,cand_08d7392e42ef8100,intent_5b0f773dbc650ce8,pend_384450bd4eded0a4,200,41.479250,9.147925,0.000000
pos_f0d9a9be90e0c73e,trade_096c36346212f4bf,fill_06e4f1ce496dd78f,final_exit,cand_6418d510a6e449c0,intent_3650c7e117c910c3,pend_9b120febe0801213,300,41.979000,11.296850,0.000000
pos_77cca5fefa87e5e6,trade_67b02b4cb3bc6254,fill_48ff3d7225ba4c80,initial_entry,cand_7eddcbb2834f5a28,intent_924b15a345dd9268,pend_f1ec5ea75f852fa7,2100,7.263630,5.152536,538.923000
pos_03c3c436ac5daf6e,trade_b3ca042e1926c8af,fill_1c9ae4b5c3f4ae83,initial_entry,cand_f2effab23d9c0a95,intent_9b1dee50ae6364d9,pend_a4cbe7fc40d9a826,400,28.164075,5.000000,803.150000
pos_085af41f3608247f,trade_25593ed984d6ab44,fill_dcd05b4eca6ed7e8,initial_entry,cand_93d6536f8defd8e3,intent_0375a880804b44f6,pend_66f9fc3855ca3b77,500,19.409700,5.000000,786.850000
pos_1c0ce5a7d255da49,trade_03898703405b440f,fill_c6f11cf2b312995c,initial_entry,cand_6ee172f92de09486,intent_2340cd7d68ec47e9,pend_b405dddd3b406008,200,62.771370,5.000000,417.954000
pos_c73bcb3853ca20be,trade_a24385265df5e8f5,fill_19617d35257621ba,initial_entry,cand_357a71a95eedfa7b,intent_088d86ef1ce0dd08,pend_2fdb116fc02a63b7,100,19.229610,5.000000,75.661000
pos_77cca5fefa87e5e6,trade_67b02b4cb3bc6254,fill_f6453bc13b263f59,final_exit,cand_7eddcbb2834f5a28,intent_924b15a345dd9268,pend_f1ec5ea75f852fa7,2100,7.206395,12.718049,0.000000
pos_fd93dc6e408dccfb,trade_275a7f52eccb9c5c,fill_4764c35fe2d926a2,initial_entry,cand_674e075cd0899aae,intent_c9731a3bac70d03b,pend_db8052f5613404aa,200,18.249120,5.000000,210.024000
pos_c73bcb3853ca20be,trade_a24385265df5e8f5,fill_9e287c9550f99fff,final_exit,cand_357a71a95eedfa7b,intent_088d86ef1ce0dd08,pend_2fdb116fc02a63b7,100,17.431280,5.871564,0.000000
pos_085af41f3608247f,trade_25593ed984d6ab44,fill_11594837a277bb32,final_exit,cand_93d6536f8defd8e3,intent_0375a880804b44f6,pend_66f9fc3855ca3b77,500,18.360815,9.590204,0.000000
pos_1c0ce5a7d255da49,trade_03898703405b440f,fill_3f8277e54f565501,final_exit,cand_6ee172f92de09486,intent_2340cd7d68ec47e9,pend_b405dddd3b406008,200,68.405780,11.840578,0.000000
pos_03c3c436ac5daf6e,trade_b3ca042e1926c8af,fill_9280c22b64816df7,final_exit,cand_f2effab23d9c0a95,intent_9b1dee50ae6364d9,pend_a4cbe7fc40d9a826,400,26.996495,10.399299,0.000000
pos_3dd63f60a6296a13,trade_54ce6d5f756a8658,fill_be522a3ea7fdc29a,initial_entry,cand_c8c6a1217c2bf1ef,intent_984e1c7f1d381241,pend_98e586f5dc8d723c,700,19.689840,5.137829,1009.568000
pos_ffbc7cf8d61465c6,trade_3ccac3ba409a88e5,fill_7a1fac8087863068,initial_entry,cand_db840d1fe5d612e8,intent_b8cf23e68e3bee75,pend_6c56ec210f876a01,300,51.525750,5.000000,416.685000
pos_1b9ca30593f82c50,trade_954173080a97d6b3,fill_7b1c1f02f0e6165a,initial_entry,cand_ced7981f2758cc70,intent_cf558a05f2a55995,pend_5b1887d181e59185,400,19.059525,5.000000,328.690000
pos_ffbc7cf8d61465c6,trade_3ccac3ba409a88e5,fill_bdf19e54fe82e35a,final_exit,cand_db840d1fe5d612e8,intent_b8cf23e68e3bee75,pend_6c56ec210f876a01,300,47.526225,12.128934,0.000000
pos_9a4bb70db9490220,trade_6635d941efb7d47e,fill_e87844d79429e4ef,initial_entry,cand_d593657b2194808b,intent_d47598c4ddc64787,pend_7393383604e5c9e8,300,30.235110,5.000000,306.393000
pos_fd93dc6e408dccfb,trade_275a7f52eccb9c5c,fill_1078674250aad83a,final_exit,cand_674e075cd0899aae,intent_c9731a3bac70d03b,pend_db8052f5613404aa,200,16.621685,6.662168,0.000000
pos_9a4bb70db9490220,trade_6635d941efb7d47e,fill_6a8cee64fbd1e7ee,final_exit,cand_d593657b2194808b,intent_d47598c4ddc64787,pend_7393383604e5c9e8,300,28.815585,9.322338,0.000000
pos_1b9ca30593f82c50,trade_954173080a97d6b3,fill_d554542c060d25d7,final_exit,cand_ced7981f2758cc70,intent_cf558a05f2a55995,pend_5b1887d181e59185,400,22.918535,9.583707,0.000000
pos_3dd63f60a6296a13,trade_54ce6d5f756a8658,fill_e57cfcadabf7c884,final_exit,cand_c8c6a1217c2bf1ef,intent_984e1c7f1d381241,pend_98e586f5dc8d723c,700,16.931530,11.044556,0.000000
pos_117f4fe734cf9831,trade_e5a31982795db070,fill_4463873deae47966,initial_entry,cand_5113c2a328328dcb,intent_76bb90a59c5fe0fa,pend_a595506c56abe5c5,500,29.384685,5.146923,722.442500
pos_0d6f8b93cbff5d04,trade_2c6003e6e66c1af0,fill_07b7ce815a907493,initial_entry,cand_e1f055dc8cdea450,intent_f978da0319431041,pend_73e4ddda8959bc34,300,42.241110,5.126723,556.593000
pos_fc876bed3b1e60a7,trade_2a74982dcbc62db5,fill_9c942cdf20edddb2,initial_entry,cand_265d372f21ed0785,intent_ac82285ed0a7331e,pend_28557789c956c552,700,15.707850,5.000000,492.835000
pos_fc876bed3b1e60a7,trade_2a74982dcbc62db5,fill_5339fb384eb8273e,pyramid_add,cand_265d372f21ed0785,intent_ac82285ed0a7331e,pend_28557789c956c552,300,16.438215,5.000000,374.464500
pos_9a8ddb87cc7a2a5e,trade_66e12970465fef98,fill_9f83e20a30cb75cc,initial_entry,cand_7b9d889c8d92d57f,intent_8c9cb7f4278015d1,pend_7f3abbca9b30f1dc,100,32.676330,5.000000,33.633000
pos_0d6f8b93cbff5d04,trade_2c6003e6e66c1af0,fill_21483b15e2da4cd5,final_exit,cand_e1f055dc8cdea450,intent_f978da0319431041,pend_73e4ddda8959bc34,300,40.709635,11.228574,0.000000
pos_9a8ddb87cc7a2a5e,trade_66e12970465fef98,fill_9269dabe1e39e2af,final_exit,cand_7b9d889c8d92d57f,intent_8c9cb7f4278015d1,pend_7f3abbca9b30f1dc,100,32.093945,6.604697,0.000000
pos_117f4fe734cf9831,trade_e5a31982795db070,fill_a8150a2b352adaa7,final_exit,cand_5113c2a328328dcb,intent_76bb90a59c5fe0fa,pend_a595506c56abe5c5,500,29.125430,12.426985,0.000000
pos_fc876bed3b1e60a7,trade_2a74982dcbc62db5,fill_3755f338b0af4907,final_exit,cand_265d372f21ed0785,intent_ac82285ed0a7331e,pend_28557789c956c552,1000,15.032480,12.516240,0.000000
